"","indx","cite_text_manual","cite_url_manual","cite_page_manual","cite_text","cite_url","cite_pages","cite_byline","cite_analyst","cite_language","cite_title","cite_docid","cite_author","cite_doctype","cite_docnum","cite_location","cite_date","cite_fielddate","cite_evaluation","cite_publisher","pubyear","pubnonenglish","cite_author.1","author_female","author_age","authorfield_science","authorfield_ethno","authorfield_linguistic","authorfield_education","authorfield_art","authorfield_medicine","authorfield_business","authorfield_religion","authorfield_govt","authorfield_socialscience","authorfield_travel","authorfield_local"
"916",916,"Bogoraz-Tan, Waldemar), Vladimir Germanovich (Bogoras. 1909. “Chukchee: Material Culture [Part 1], Religion [Part 2], Social Organization [Part 3].” Memoirs. Leiden: E. J. Brill, Ltd. ; G. E. Stechert and Co.","http://ehrafworldcultures.yale.edu/document?id=ry02-001","413","","http://ehrafworldcultures.yale.edu/document?id=ry02-001","413","Vladimir Germanovich Bogoraz-Tan (Waldemar Bogoras)","WM ; 1950-1956","English","The Chukchee","ry02-001","Bogoraz-Tan, Vladimir Germanovich (Bogoras, Waldemar), 1865-1936","Component part(s), monograph",1,"eastern Siberia, Russia","not specified","no date","ethnologist","Leiden ; New York",NA,0,"Bogoraz-Tan, Vladimir Germanovich (Bogoras, Waldemar), 1865-1936",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
"917",917,"Bogoraz-Tan, Waldemar), Vladimir Germanovich (Bogoras. 1909. “Chukchee: Material Culture [Part 1], Religion [Part 2], Social Organization [Part 3].” Memoirs. Leiden: E. J. Brill, Ltd. ; G. E. Stechert and Co.","http://ehrafworldcultures.yale.edu/document?id=ry02-001","463","","http://ehrafworldcultures.yale.edu/document?id=ry02-001","463","Vladimir Germanovich Bogoraz-Tan (Waldemar Bogoras)","WM ; 1950-1956","English","The Chukchee","ry02-001","Bogoraz-Tan, Vladimir Germanovich (Bogoras, Waldemar), 1865-1936","Component part(s), monograph",1,"eastern Siberia, Russia","not specified","no date","ethnologist","Leiden ; New York",NA,0,"Bogoraz-Tan, Vladimir Germanovich (Bogoras, Waldemar), 1865-1936",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
"918",918,"Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","85","Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","85","Harald Ulrich Sverdrup","PHS ; 1950-1956","English translation from Norwegian","With the people of the Tundra","ry02-016","Sverdrup, Harald Ulrich, 1888-","Component part(s), monograph",16,"Reindeer Chuckchee; Aion Island, eastern Siberia, Russia","1919-1920 and 1920-1921","1919-1920, 1920-1921","naturalscientist","Oslo, Norway",1938,1,"Sverdrup, Harald Ulrich, 1888-",0,50,1,0,0,0,0,0,0,0,0,0,0,0
"919",919,"Bogoraz-Tan, Waldemar), Vladimir Germanovich (Bogoras. 1909. “Chukchee: Material Culture [Part 1], Religion [Part 2], Social Organization [Part 3].” Memoirs. Leiden: E. J. Brill, Ltd. ; G. E. Stechert and Co.","http://ehrafworldcultures.yale.edu/document?id=ry02-001","424-425","","http://ehrafworldcultures.yale.edu/document?id=ry02-001","424-425","Vladimir Germanovich Bogoraz-Tan (Waldemar Bogoras)","WM ; 1950-1956","English","The Chukchee","ry02-001","Bogoraz-Tan, Vladimir Germanovich (Bogoras, Waldemar), 1865-1936","Component part(s), monograph",1,"eastern Siberia, Russia","not specified","no date","ethnologist","Leiden ; New York",NA,0,"Bogoraz-Tan, Vladimir Germanovich (Bogoras, Waldemar), 1865-1936",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
"920",920,"Bogoraz-Tan, Waldemar), Vladimir Germanovich (Bogoras. 1909. “Chukchee: Material Culture [Part 1], Religion [Part 2], Social Organization [Part 3].” Memoirs. Leiden: E. J. Brill, Ltd. ; G. E. Stechert and Co.","http://ehrafworldcultures.yale.edu/document?id=ry02-001","245","","http://ehrafworldcultures.yale.edu/document?id=ry02-001","245","Vladimir Germanovich Bogoraz-Tan (Waldemar Bogoras)","WM ; 1950-1956","English","The Chukchee","ry02-001","Bogoraz-Tan, Vladimir Germanovich (Bogoras, Waldemar), 1865-1936","Component part(s), monograph",1,"eastern Siberia, Russia","not specified","no date","ethnologist","Leiden ; New York",NA,0,"Bogoraz-Tan, Vladimir Germanovich (Bogoras, Waldemar), 1865-1936",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
"921",921,"Bogoraz-Tan, Waldemar), Vladimir Germanovich (Bogoras. 1909. “Chukchee: Material Culture [Part 1], Religion [Part 2], Social Organization [Part 3].” Memoirs. Leiden: E. J. Brill, Ltd. ; G. E. Stechert and Co.","http://ehrafworldcultures.yale.edu/document?id=ry02-001","494","","http://ehrafworldcultures.yale.edu/document?id=ry02-001","494","Vladimir Germanovich Bogoraz-Tan (Waldemar Bogoras)","WM ; 1950-1956","English","The Chukchee","ry02-001","Bogoraz-Tan, Vladimir Germanovich (Bogoras, Waldemar), 1865-1936","Component part(s), monograph",1,"eastern Siberia, Russia","not specified","no date","ethnologist","Leiden ; New York",NA,0,"Bogoraz-Tan, Vladimir Germanovich (Bogoras, Waldemar), 1865-1936",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
"922",922,"Hooper, William Hulme. 1853. “Ten Months Among The Tents Of The Tuski: With Incidents Of An Arctic Boat Expedition In Search Of Sir John Franklin, As Far As The Mackenzie River And Cape Bathurst.” London: John Murray.","http://ehrafworldcultures.yale.edu/document?id=ry02-006","50, 51","Hooper, William Hulme. 1853. “Ten Months Among The Tents Of The Tuski: With Incidents Of An Arctic Boat Expedition In Search Of Sir John Franklin, As Far As The Mackenzie River And Cape Bathurst.” London: John Murray.","http://ehrafworldcultures.yale.edu/document?id=ry02-006","50, 51","by Lieut. W. H. Hooper, R.N.","WPM ; 1950-1956","English","Ten months among the tents of the Tuski","ry02-006","Hooper, William Hulme, 1827-1854","Component part(s), monograph",6,"eastern Siberia, Russia","not specified","1848-1852","traveler","London",1853,0,"Hooper, William Hulme, 1827-1854",0,26,0,0,0,0,0,0,0,0,0,0,1,0
"923",923,"Nordenskiold, A. E. (Adolf Erik), and Alexander Leslie. 1882. “Voyage Of The Vega Round Asia And Europe, With A Historical Review Of Previous Journeys Along The North Coast Of The Old World.” New York: Macmillan and Co.","http://ehrafworldcultures.yale.edu/document?id=ry02-005","380","Nordenskiold, A. E. (Adolf Erik), and Alexander Leslie. 1882. “Voyage Of The Vega Round Asia And Europe, With A Historical Review Of Previous Journeys Along The North Coast Of The Old World.” New York: Macmillan and Co.","http://ehrafworldcultures.yale.edu/document?id=ry02-005","380","[by] [Nils] Adolf Erik Nordenskiold ; translated by Alexander Leslie, 1881","WM ; 1950-1956","English translation","The voyage of the Vega round Asia and Europe, with a historical review of previous journeys along the north coast of the old world","ry02-005","Nordenskiold, A. E. (Adolf Erik), 1832-1901 Leslie, Alexander","Component part(s), monograph",5,"eastern Siberia, Russia","not specified","1878","none","New York",1882,1,"Nordenskiold, A. E. (Adolf Erik), 1832-1901 Leslie, Alexander",0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924",924,"Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","84","Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","84","Harald Ulrich Sverdrup","PHS ; 1950-1956","English translation from Norwegian","With the people of the Tundra","ry02-016","Sverdrup, Harald Ulrich, 1888-","Component part(s), monograph",16,"Reindeer Chuckchee; Aion Island, eastern Siberia, Russia","1919-1920 and 1920-1921","1919-1920, 1920-1921","naturalscientist","Oslo, Norway",1938,1,"Sverdrup, Harald Ulrich, 1888-",0,50,1,0,0,0,0,0,0,0,0,0,0,0
"925",925,"Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","155","Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","155","Harald Ulrich Sverdrup","PHS ; 1950-1956","English translation from Norwegian","With the people of the Tundra","ry02-016","Sverdrup, Harald Ulrich, 1888-","Component part(s), monograph",16,"Reindeer Chuckchee; Aion Island, eastern Siberia, Russia","1919-1920 and 1920-1921","1919-1920, 1920-1921","naturalscientist","Oslo, Norway",1938,1,"Sverdrup, Harald Ulrich, 1888-",0,50,1,0,0,0,0,0,0,0,0,0,0,0
"926",926,"Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","153, 154","Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","153, 154","Harald Ulrich Sverdrup","PHS ; 1950-1956","English translation from Norwegian","With the people of the Tundra","ry02-016","Sverdrup, Harald Ulrich, 1888-","Component part(s), monograph",16,"Reindeer Chuckchee; Aion Island, eastern Siberia, Russia","1919-1920 and 1920-1921","1919-1920, 1920-1921","naturalscientist","Oslo, Norway",1938,1,"Sverdrup, Harald Ulrich, 1888-",0,50,1,0,0,0,0,0,0,0,0,0,0,0
"927",927,"Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","155, 156","Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","155, 156","Harald Ulrich Sverdrup","PHS ; 1950-1956","English translation from Norwegian","With the people of the Tundra","ry02-016","Sverdrup, Harald Ulrich, 1888-","Component part(s), monograph",16,"Reindeer Chuckchee; Aion Island, eastern Siberia, Russia","1919-1920 and 1920-1921","1919-1920, 1920-1921","naturalscientist","Oslo, Norway",1938,1,"Sverdrup, Harald Ulrich, 1888-",0,50,1,0,0,0,0,0,0,0,0,0,0,0
"928",928,"Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","154","Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","154","Harald Ulrich Sverdrup","PHS ; 1950-1956","English translation from Norwegian","With the people of the Tundra","ry02-016","Sverdrup, Harald Ulrich, 1888-","Component part(s), monograph",16,"Reindeer Chuckchee; Aion Island, eastern Siberia, Russia","1919-1920 and 1920-1921","1919-1920, 1920-1921","naturalscientist","Oslo, Norway",1938,1,"Sverdrup, Harald Ulrich, 1888-",0,50,1,0,0,0,0,0,0,0,0,0,0,0
"929",929,"Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","156, 157","Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","156, 157","Harald Ulrich Sverdrup","PHS ; 1950-1956","English translation from Norwegian","With the people of the Tundra","ry02-016","Sverdrup, Harald Ulrich, 1888-","Component part(s), monograph",16,"Reindeer Chuckchee; Aion Island, eastern Siberia, Russia","1919-1920 and 1920-1921","1919-1920, 1920-1921","naturalscientist","Oslo, Norway",1938,1,"Sverdrup, Harald Ulrich, 1888-",0,50,1,0,0,0,0,0,0,0,0,0,0,0
"930",930,"Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","160, 161","Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","160, 161","Harald Ulrich Sverdrup","PHS ; 1950-1956","English translation from Norwegian","With the people of the Tundra","ry02-016","Sverdrup, Harald Ulrich, 1888-","Component part(s), monograph",16,"Reindeer Chuckchee; Aion Island, eastern Siberia, Russia","1919-1920 and 1920-1921","1919-1920, 1920-1921","naturalscientist","Oslo, Norway",1938,1,"Sverdrup, Harald Ulrich, 1888-",0,50,1,0,0,0,0,0,0,0,0,0,0,0
"931",931,"Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","161","Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","161","Harald Ulrich Sverdrup","PHS ; 1950-1956","English translation from Norwegian","With the people of the Tundra","ry02-016","Sverdrup, Harald Ulrich, 1888-","Component part(s), monograph",16,"Reindeer Chuckchee; Aion Island, eastern Siberia, Russia","1919-1920 and 1920-1921","1919-1920, 1920-1921","naturalscientist","Oslo, Norway",1938,1,"Sverdrup, Harald Ulrich, 1888-",0,50,1,0,0,0,0,0,0,0,0,0,0,0
"932",932,"Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","162","Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","162","Harald Ulrich Sverdrup","PHS ; 1950-1956","English translation from Norwegian","With the people of the Tundra","ry02-016","Sverdrup, Harald Ulrich, 1888-","Component part(s), monograph",16,"Reindeer Chuckchee; Aion Island, eastern Siberia, Russia","1919-1920 and 1920-1921","1919-1920, 1920-1921","naturalscientist","Oslo, Norway",1938,1,"Sverdrup, Harald Ulrich, 1888-",0,50,1,0,0,0,0,0,0,0,0,0,0,0
"933",933,"Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","161, 162","Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","161, 162","Harald Ulrich Sverdrup","PHS ; 1950-1956","English translation from Norwegian","With the people of the Tundra","ry02-016","Sverdrup, Harald Ulrich, 1888-","Component part(s), monograph",16,"Reindeer Chuckchee; Aion Island, eastern Siberia, Russia","1919-1920 and 1920-1921","1919-1920, 1920-1921","naturalscientist","Oslo, Norway",1938,1,"Sverdrup, Harald Ulrich, 1888-",0,50,1,0,0,0,0,0,0,0,0,0,0,0
"934",934,"Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","162","Sverdrup, Harald Ulrich. 1938. “With The People Of The Tundra.” Oslo, Norway: Gyldendal Norsk Forlag.","http://ehrafworldcultures.yale.edu/document?id=ry02-016","162","Harald Ulrich Sverdrup","PHS ; 1950-1956","English translation from Norwegian","With the people of the Tundra","ry02-016","Sverdrup, Harald Ulrich, 1888-","Component part(s), monograph",16,"Reindeer Chuckchee; Aion Island, eastern Siberia, Russia","1919-1920 and 1920-1921","1919-1920, 1920-1921","naturalscientist","Oslo, Norway",1938,1,"Sverdrup, Harald Ulrich, 1888-",0,50,1,0,0,0,0,0,0,0,0,0,0,0
"935",935,"Zhornitskaya, Maria, and V. Wanner. 1996. “Culture Summary: Chukchee.” New Haven, Conn.: HRAF.","http://ehrafworldcultures.yale.edu/document?id=ry02-000","5","Zhornitskaya, Maria, and V. Wanner. 1996. “Culture Summary: Chukchee.” New Haven, Conn.: HRAF.","http://ehrafworldcultures.yale.edu/document?id=ry02-000","5","By Maria Zhornitskaya (Translated by V. Wanner)","","English","Culture summary","ry02-000","Zhornitskaya, Maria Wanner, V.","essay",0,"Russia","not specified","no date","ethnologist","New Haven, Conn.",1996,0,"Zhornitskaya, Maria Wanner, V.",1,NA,0,1,0,0,0,0,0,0,0,0,0,0
"936",936,"Zhornitskaya, Maria, and V. Wanner. 1996. “Culture Summary: Chukchee.” New Haven, Conn.: HRAF.","http://ehrafworldcultures.yale.edu/document?id=ry02-000","5","Zhornitskaya, Maria, and V. Wanner. 1996. “Culture Summary: Chukchee.” New Haven, Conn.: HRAF.","http://ehrafworldcultures.yale.edu/document?id=ry02-000","5","By Maria Zhornitskaya (Translated by V. Wanner)","","English","Culture summary","ry02-000","Zhornitskaya, Maria Wanner, V.","essay",0,"Russia","not specified","no date","ethnologist","New Haven, Conn.",1996,0,"Zhornitskaya, Maria Wanner, V.",1,NA,0,1,0,0,0,0,0,0,0,0,0,0
"937",937,"Zhornitskaya, Maria, and V. Wanner. 1996. “Culture Summary: Chukchee.” New Haven, Conn.: HRAF.","http://ehrafworldcultures.yale.edu/document?id=ry02-000","5","Zhornitskaya, Maria, and V. Wanner. 1996. “Culture Summary: Chukchee.” New Haven, Conn.: HRAF.","http://ehrafworldcultures.yale.edu/document?id=ry02-000","5","By Maria Zhornitskaya (Translated by V. Wanner)","","English","Culture summary","ry02-000","Zhornitskaya, Maria Wanner, V.","essay",0,"Russia","not specified","no date","ethnologist","New Haven, Conn.",1996,0,"Zhornitskaya, Maria Wanner, V.",1,NA,0,1,0,0,0,0,0,0,0,0,0,0
"938",938,"Antropova, V. V., and V. G. Kuznetsova. 1964. “Chukchi.” Peoples Of Siberia, Edited By M. G. Levin And L. P. Potapov. Chicago And London: University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ry02-019","824","Antropova, V. V., and V. G. Kuznetsova. 1964. “Chukchi.” Peoples Of Siberia, Edited By M. G. Levin And L. P. Potapov. Chicago And London: University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ry02-019","824","by V. V. Antropova and V. G. Kuznetsova","John Beierle ; 1967-1968","English","The Chukchi","ry02-019","Antropova, V. V. Kuznetsova, V. G.","Monograph",19,"eastern Siberia, Russia","not specified","no date","ethnologist","The Peoples of Siberia, edited by M. G. Levin and L. P. Potapov Chicago and London",1909,0,"Antropova, V. V. Kuznetsova, V. G.",1,NA,0,1,0,0,0,0,0,0,0,0,0,0
"939",939,"Bogoraz-Tan, Waldemar), Vladimir Germanovich (Bogoras. 1909. “Chukchee: Material Culture [Part 1], Religion [Part 2], Social Organization [Part 3].” Memoirs. Leiden: E. J. Brill, Ltd. ; G. E. Stechert and Co.","http://ehrafworldcultures.yale.edu/document?id=ry02-001","361","","http://ehrafworldcultures.yale.edu/document?id=ry02-001","361","Vladimir Germanovich Bogoraz-Tan (Waldemar Bogoras)","WM ; 1950-1956","English","The Chukchee","ry02-001","Bogoraz-Tan, Vladimir Germanovich (Bogoras, Waldemar), 1865-1936","Component part(s), monograph",1,"eastern Siberia, Russia","not specified","no date","ethnologist","Leiden ; New York",NA,0,"Bogoraz-Tan, Vladimir Germanovich (Bogoras, Waldemar), 1865-1936",NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
"940",940,"Bollig, Laurentius. 1927. “Inhabitants Of The Truk Islands: Religion, Life And A Short Grammar Of A Micronesian People.” Munster I W.: Aschendorff.","http://ehrafworldcultures.yale.edu/document?id=or19-022","23","Bollig, Laurentius. 1927. “Inhabitants Of The Truk Islands: Religion, Life And A Short Grammar Of A Micronesian People.” Munster I W.: Aschendorff.","http://ehrafworldcultures.yale.edu/document?id=or19-022","23","P. Laurentius Bollig","John Beierle; 1968 ; 1998","English translation from German","The inhabitants of the Truk Islands","or19-022","Bollig, Laurentius","monograph",22,"Chuuk State, Federated States of Micronesia","1912-1920","ca. 1912 - ca. 1920","missionary","Munster i W.",1927,1,"Bollig, Laurentius",0,NA,0,0,0,0,0,0,0,1,0,0,0,0
"941",941,"Bollig, Laurentius. 1927. “Inhabitants Of The Truk Islands: Religion, Life And A Short Grammar Of A Micronesian People.” Munster I W.: Aschendorff.","http://ehrafworldcultures.yale.edu/document?id=or19-022","22","Bollig, Laurentius. 1927. “Inhabitants Of The Truk Islands: Religion, Life And A Short Grammar Of A Micronesian People.” Munster I W.: Aschendorff.","http://ehrafworldcultures.yale.edu/document?id=or19-022","22","P. Laurentius Bollig","John Beierle; 1968 ; 1998","English translation from German","The inhabitants of the Truk Islands","or19-022","Bollig, Laurentius","monograph",22,"Chuuk State, Federated States of Micronesia","1912-1920","ca. 1912 - ca. 1920","missionary","Munster i W.",1927,1,"Bollig, Laurentius",0,NA,0,0,0,0,0,0,0,1,0,0,0,0
"942",942,"Bollig, Laurentius. 1927. “Inhabitants Of The Truk Islands: Religion, Life And A Short Grammar Of A Micronesian People.” Munster I W.: Aschendorff.","http://ehrafworldcultures.yale.edu/document?id=or19-022","43","Bollig, Laurentius. 1927. “Inhabitants Of The Truk Islands: Religion, Life And A Short Grammar Of A Micronesian People.” Munster I W.: Aschendorff.","http://ehrafworldcultures.yale.edu/document?id=or19-022","43","P. Laurentius Bollig","John Beierle; 1968 ; 1998","English translation from German","The inhabitants of the Truk Islands","or19-022","Bollig, Laurentius","monograph",22,"Chuuk State, Federated States of Micronesia","1912-1920","ca. 1912 - ca. 1920","missionary","Munster i W.",1927,1,"Bollig, Laurentius",0,NA,0,0,0,0,0,0,0,1,0,0,0,0
