indx,ocm,cite_text,cite_url,cite_pages,cite_byline,cite_analyst,cite_language,cite_title,cite_docid,cite_author,cite_doctype,cite_docnum,cite_location,cite_date,cite_fielddate,cite_evaluation,cite_publisher
298,SOCIOCULTURAL TRENDS (178); OBSERVATION IN RESEARCH (123); SOCIAL RELATIONSHIPS AND GROUPS (571); VISITING AND HOSPITALITY (574); CLASSES (565),"Hutchinson, Harry William. 1957. “Village And Plantation Life In Northeastern Brazil.” Seattle: University of Washington Press.",http://ehrafworldcultures.yale.edu/document?id=so11-002,"103, 104",Harry William Hutchinson,John Beierle; 1969-1970 ; 1998,English,Village and plantation life in northeastern Brazil,so11-002,"Hutchinson, Harry William, 1922-",monograph,2,"Vila Recôncavo, Bahia, Brazil",not specified,1950-1951,"Ethnologist-4, 5",Seattle
299,DANCE (535); SLAVERY (567); HISTORY (175),"Pierson, Donald, and Herman R. Lantz. 1967. “Negroes In Brazil.” Perspectives In Sociology. Carbondale: Southern Illinois University Press.",http://ehrafworldcultures.yale.edu/document?id=so11-004,88,Donald Pierson and foreword by Herman R. Lantz,"John Beierle; 1969-1970, 1998",English,Negroes in Brazil,so11-004,"Pierson, Donald",monograph,4,"Town of Bahia (Salvador), State of Bahia, Brazil",1500 - 1950,1935-1937,"Sociologist-4,5",Carbondale
300,ORGANIZED CEREMONIAL (796); SODALITIES (575),"Pierson, Donald, and Herman R. Lantz. 1967. “Negroes In Brazil.” Perspectives In Sociology. Carbondale: Southern Illinois University Press.",http://ehrafworldcultures.yale.edu/document?id=so11-004,201,Donald Pierson and foreword by Herman R. Lantz,"John Beierle; 1969-1970, 1998",English,Negroes in Brazil,so11-004,"Pierson, Donald",monograph,4,"Town of Bahia (Salvador), State of Bahia, Brazil",1500 - 1950,1935-1937,"Sociologist-4,5",Carbondale
301,ETHNIC STRATIFICATION (563); ORGANIZED CEREMONIAL (796),"Pierson, Donald, and Herman R. Lantz. 1967. “Negroes In Brazil.” Perspectives In Sociology. Carbondale: Southern Illinois University Press.",http://ehrafworldcultures.yale.edu/document?id=so11-004,201,Donald Pierson and foreword by Herman R. Lantz,"John Beierle; 1969-1970, 1998",English,Negroes in Brazil,so11-004,"Pierson, Donald",monograph,4,"Town of Bahia (Salvador), State of Bahia, Brazil",1500 - 1950,1935-1937,"Sociologist-4,5",Carbondale
302,ORGANIZED CEREMONIAL (796); SODALITIES (575),"Pierson, Donald, and Herman R. Lantz. 1967. “Negroes In Brazil.” Perspectives In Sociology. Carbondale: Southern Illinois University Press.",http://ehrafworldcultures.yale.edu/document?id=so11-004,201,Donald Pierson and foreword by Herman R. Lantz,"John Beierle; 1969-1970, 1998",English,Negroes in Brazil,so11-004,"Pierson, Donald",monograph,4,"Town of Bahia (Salvador), State of Bahia, Brazil",1500 - 1950,1935-1937,"Sociologist-4,5",Carbondale
303,DANCE (535); CLASSES (565),"Pierson, Donald, and Herman R. Lantz. 1967. “Negroes In Brazil.” Perspectives In Sociology. Carbondale: Southern Illinois University Press.",http://ehrafworldcultures.yale.edu/document?id=so11-004,"249, 250",Donald Pierson and foreword by Herman R. Lantz,"John Beierle; 1969-1970, 1998",English,Negroes in Brazil,so11-004,"Pierson, Donald",monograph,4,"Town of Bahia (Salvador), State of Bahia, Brazil",1500 - 1950,1935-1937,"Sociologist-4,5",Carbondale
304,DANCE (535); CLASSES (565),"Pierson, Donald, and Herman R. Lantz. 1967. “Negroes In Brazil.” Perspectives In Sociology. Carbondale: Southern Illinois University Press.",http://ehrafworldcultures.yale.edu/document?id=so11-004,"249, 250",Donald Pierson and foreword by Herman R. Lantz,"John Beierle; 1969-1970, 1998",English,Negroes in Brazil,so11-004,"Pierson, Donald",monograph,4,"Town of Bahia (Salvador), State of Bahia, Brazil",1500 - 1950,1935-1937,"Sociologist-4,5",Carbondale
305,DANCE (535); CLASSES (565),"Pierson, Donald, and Herman R. Lantz. 1967. “Negroes In Brazil.” Perspectives In Sociology. Carbondale: Southern Illinois University Press.",http://ehrafworldcultures.yale.edu/document?id=so11-004,"249, 250",Donald Pierson and foreword by Herman R. Lantz,"John Beierle; 1969-1970, 1998",English,Negroes in Brazil,so11-004,"Pierson, Donald",monograph,4,"Town of Bahia (Salvador), State of Bahia, Brazil",1500 - 1950,1935-1937,"Sociologist-4,5",Carbondale
306,ETIQUETTE (576); ECSTATIC RELIGIOUS PRACTICES (786); REVELATION AND DIVINATION (787); DANCE (535); CONGREGATIONS (794); ORGANIZED CEREMONIAL (796),"Pierson, Donald, and Herman R. Lantz. 1967. “Negroes In Brazil.” Perspectives In Sociology. Carbondale: Southern Illinois University Press.",http://ehrafworldcultures.yale.edu/document?id=so11-004,"302, 303, 304",Donald Pierson and foreword by Herman R. Lantz,"John Beierle; 1969-1970, 1998",English,Negroes in Brazil,so11-004,"Pierson, Donald",monograph,4,"Town of Bahia (Salvador), State of Bahia, Brazil",1500 - 1950,1935-1937,"Sociologist-4,5",Carbondale
307,NORMAL GARB (291); SPECIAL GARMENTS (292); ORNAMENT (301); PERSONAL GROOMING (302); OCCUPATIONAL SPECIALIZATION (463); ECSTATIC RELIGIOUS PRACTICES (786); REVELATION AND DIVINATION (787); CLASSES (565); ETHNOPHYSICS (822); CONGREGATIONS (794); ORGANIZED CEREMONIAL (796),"Pierson, Donald, and Herman R. Lantz. 1967. “Negroes In Brazil.” Perspectives In Sociology. Carbondale: Southern Illinois University Press.",http://ehrafworldcultures.yale.edu/document?id=so11-004,"296, 297, 298, 299, 300 301",Donald Pierson and foreword by Herman R. Lantz,"John Beierle; 1969-1970, 1998",English,Negroes in Brazil,so11-004,"Pierson, Donald",monograph,4,"Town of Bahia (Salvador), State of Bahia, Brazil",1500 - 1950,1935-1937,"Sociologist-4,5",Carbondale
308,ALCOHOLIC BEVERAGES (273); GENDER STATUS (562); REVELATION AND DIVINATION (787); MUSICAL INSTRUMENTS (534); CONGREGATIONS (794); LITERARY TEXTS (539); ORGANIZED CEREMONIAL (796),"Pierson, Donald, and Herman R. Lantz. 1967. “Negroes In Brazil.” Perspectives In Sociology. Carbondale: Southern Illinois University Press.",http://ehrafworldcultures.yale.edu/document?id=so11-004,"288, 289, 290, 291",Donald Pierson and foreword by Herman R. Lantz,"John Beierle; 1969-1970, 1998",English,Negroes in Brazil,so11-004,"Pierson, Donald",monograph,4,"Town of Bahia (Salvador), State of Bahia, Brazil",1500 - 1950,1935-1937,"Sociologist-4,5",Carbondale
309,ACCULTURATION AND CULTURE CONTACT (177); SOCIOCULTURAL TRENDS (178); GENERAL CHARACTER OF RELIGION (771); LITERARY TEXTS (539); MISSIONS (797),"Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,"38, 39",by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
310,"CULT OF THE DEAD (769); BASIS OF MARRIAGE (581); PURIFICATION AND ATONEMENT (783); HOUSEHOLD (592); DWELLINGS (342); DRIVES AND EMOTIONS (152); ORGANIZED CEREMONIAL (796); MISSIONS (797); PERSONALITY DISORDERS (158); STATUS, ROLE, AND PRESTIGE (554); SOCIOCULTURAL TRENDS (178); GENDER STATUS (562)","Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,64,by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
311,SEMANTICS (196); ESCHATOLOGY (775); SPIRITS AND GODS (776); MANIPULATIVE MOBILITY (557); GENDER STATUS (562); REVELATION AND DIVINATION (787); MODIFICATION OF BEHAVIOR (153),"Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,"68, 69",by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
312,SPIRITS AND GODS (776); GENDER STATUS (562); GENERAL CHARACTER OF RELIGION (771); PROPHETS AND ASCETICS (792); SACRED OBJECTS AND PLACES (778); RELIGIOUS DENOMINATIONS (795),"Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,92,by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
313,SEMANTICS (196); SPIRITS AND GODS (776); SACRED OBJECTS AND PLACES (778),"Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,84,by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
314,BASIS OF MARRIAGE (581); NUPTIALS (585); GENDER STATUS (562); HOUSEHOLD (592); ACCULTURATION AND CULTURE CONTACT (177); SOCIOCULTURAL TRENDS (178); PROPHETS AND ASCETICS (792); RELIGIOUS DENOMINATIONS (795); SEXUALITY (831),"Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,93,by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
315,MARRIAGE (580); PURIFICATION AND ATONEMENT (783); FAMILY RELATIONSHIPS (593); RITUAL (788),"Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,94,by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
316,"TRAVEL (484); SPIRITS AND GODS (776); STATUS, ROLE, AND PRESTIGE (554); COMMUNITY STRUCTURE (621); HOUSEHOLD (592); RITUAL (788); MISSIONS (797)","Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,"96, 97",by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
317,SEMANTICS (196); GENDER STATUS (562); REVELATION AND DIVINATION (787); COSMOLOGY (772),"Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,86,by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
318,NUPTIALS (585); PURIFICATION AND ATONEMENT (783); HOUSEHOLD (592); FAMILY RELATIONSHIPS (593); DANCE (535); ORGANIZED CEREMONIAL (796); MISSIONS (797),"Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,"95, 96",by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
319,SEMANTICS (196); SPIRITS AND GODS (776); SACRED OBJECTS AND PLACES (778),"Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,84,by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
320,NUPTIALS (585); PURIFICATION AND ATONEMENT (783); HOUSEHOLD (592); FAMILY RELATIONSHIPS (593); DANCE (535); ORGANIZED CEREMONIAL (796); MISSIONS (797),"Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,"95, 96",by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
321,SPIRITS AND GODS (776); LITERATURE (538),"Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,90,by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
322,CULT OF THE DEAD (769); COSMOLOGY (772); SPIRITS AND GODS (776); REVELATION AND DIVINATION (787),"Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,88,by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
323,CULT OF THE DEAD (769); COSMOLOGY (772); SPIRITS AND GODS (776); GENDER STATUS (562); REVELATION AND DIVINATION (787); SEMANTICS (196),"Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,88,by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
324,"SPIRITS AND GODS (776); STATUS, ROLE, AND PRESTIGE (554); REVELATION AND DIVINATION (787); PROPHETS AND ASCETICS (792); ETHNOZOOLOGY (825)","Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,"88, 89",by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
325,ORGANIZATION AND ANALYSIS OF RESULTS (128); THEORETICAL ORIENTATION (121); PROPHETS AND ASCETICS (792); ORATORY (537); EDUCATIONAL THEORY AND METHODS (876),"Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,"80, 81",by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
326,GRAMMAR (193); PHONOLOGY (194); GENERAL CHARACTER OF RELIGION (771); SEMANTICS (196); THEORETICAL ORIENTATION (121); LITERATURE (538),"Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,82,by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
327,ACCULTURATION AND CULTURE CONTACT (177); GENDER STATUS (562); SPIRITS AND GODS (776); THEOLOGICAL SYSTEMS (779); PROPHETS AND ASCETICS (792); MAGIC (789),"Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,"90, 91",by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
328,NUPTIALS (585); PURIFICATION AND ATONEMENT (783); HOUSEHOLD (592); FAMILY RELATIONSHIPS (593); DANCE (535); ORGANIZED CEREMONIAL (796); MISSIONS (797),"Hinfelaar, Hugo F. 1994. “Bemba-Speaking Women Of Zambia In A Century Of Religious Change (1892-1992).” Studies Of Religion In Africa : S To The Journal Of Religion In Africa. Leiden: E. J. Brill.",http://ehrafworldcultures.yale.edu/document?id=fq05-012,"95, 96",by Hugo F. Hinfelaar,Ronald N. Johnson ; 1995,English,Bemba-speaking women of Zambia in a century of religious change (1892-1992),fq05-012,"Hinfelaar, Hugo F.",Monograph,12,northern Zambia,ca. 1892-1992,1958-1989,"Clergyman - 4,5",Leiden ; New York ; Koln
