indx,singers_sex,singers_leader,singers_dance,audience_dance,religious,trance,ceremony,informal,appear,restrict,mimic,nowords,child_by,child_for,compose,improv,clap,stomp,instrument,cite_text_manual,cite_url_manual,cite_page_manual
738,Both sexes,0,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Wissler, Clark. 1918. “Sun Dance Of The Blackfoot Indians.” Anthropological Papers. New York: The Trustees.",http://ehrafworldcultures.yale.edu/document?id=nf06-023,245
739,.,.,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Wissler, Clark. 1918. “Sun Dance Of The Blackfoot Indians.” Anthropological Papers. New York: The Trustees.",http://ehrafworldcultures.yale.edu/document?id=nf06-023,245
740,.,1,.,.,0,0,0,1,0,0,0,.,0,0,.,0,.,.,0,"Wissler, Clark. 1918. “Sun Dance Of The Blackfoot Indians.” Anthropological Papers. New York: The Trustees.",http://ehrafworldcultures.yale.edu/document?id=nf06-023,244
741,.,.,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Wissler, Clark. 1918. “Sun Dance Of The Blackfoot Indians.” Anthropological Papers. New York: The Trustees.",http://ehrafworldcultures.yale.edu/document?id=nf06-023,245
742,Both sexes,0,.,.,1,0,1,0,0,0,0,.,0,0,1,0,.,.,0,"Wissler, Clark. 1918. “Sun Dance Of The Blackfoot Indians.” Anthropological Papers. New York: The Trustees.",http://ehrafworldcultures.yale.edu/document?id=nf06-023,244
743,.,.,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Wissler, Clark. 1918. “Sun Dance Of The Blackfoot Indians.” Anthropological Papers. New York: The Trustees.",http://ehrafworldcultures.yale.edu/document?id=nf06-023,251
744,Male,0,.,.,0,0,.,.,0,0,0,.,0,0,1,0,.,.,1,"Wissler, Clark. 1918. “Sun Dance Of The Blackfoot Indians.” Anthropological Papers. New York: The Trustees.",http://ehrafworldcultures.yale.edu/document?id=nf06-023,257
745,.,.,1,1,1,0,1,0,0,0,0,.,0,0,.,0,.,.,1,"Wissler, Clark. 1918. “Sun Dance Of The Blackfoot Indians.” Anthropological Papers. New York: The Trustees.",http://ehrafworldcultures.yale.edu/document?id=nf06-023,261
746,.,.,.,.,0,0,1,0,0,0,0,.,0,0,1,0,.,.,0,"Wissler, Clark. 1918. “Sun Dance Of The Blackfoot Indians.” Anthropological Papers. New York: The Trustees.",http://ehrafworldcultures.yale.edu/document?id=nf06-023,267
747,.,.,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Wissler, Clark. 1918. “Sun Dance Of The Blackfoot Indians.” Anthropological Papers. New York: The Trustees.",http://ehrafworldcultures.yale.edu/document?id=nf06-023,268
748,.,.,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Wissler, Clark. 1918. “Sun Dance Of The Blackfoot Indians.” Anthropological Papers. New York: The Trustees.",http://ehrafworldcultures.yale.edu/document?id=nf06-023,267
749,.,0,0,0,0,0,0,1,0,0,0,Jibberish,0,0,1,1,.,.,0,"Wissler, Clark. 1911. “Social Life Of The Blackfoot Indians.” Anthropological Papers. New York: The Trustees.",http://ehrafworldcultures.yale.edu/document?id=nf06-001,59
750,Female,0,0,0,0,0,.,0,0,1,0,.,0,0,.,0,.,.,0,"Baldus, Herbert, and Ivana Lillios. 1937. “Social Position Of The Woman Among The Eastern Bororo.” Ensaios De Etnologia Brasileira, By Herbert Baldus. Sao Paulo, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-005,43
751,.,.,.,.,0,0,.,.,0,0,0,.,0,0,0,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,"17, 18"
752,.,.,.,.,1,0,.,.,0,0,0,.,0,0,0,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,124
753,.,.,.,.,0,0,1,0,0,0,0,.,0,0,0,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,129
754,.,.,.,.,1,1,1,0,0,0,0,.,0,0,0,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,136
755,.,.,.,.,1,1,1,0,0,0,0,.,0,0,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,142
756,Male,0,.,.,1,0,1,1,0,1,0,.,0,0,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,142
757,Male,0,.,.,1,0,1,0,0,0,0,.,1,0,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,142
758,Male,.,.,.,1,0,1,1,0,0,0,.,0,0,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,146
759,.,.,.,.,1,0,1,0,0,0,0,.,0,0,0,0,.,.,1,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,148
760,.,.,.,.,0,0,.,1,0,0,0,.,0,0,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,145
761,Both sexes,.,.,.,1,0,1,1,0,0,0,.,0,0,0,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,148
762,.,.,.,1,1,0,1,0,0,0,0,.,0,0,0,0,.,1,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,150
763,.,1,.,.,1,1,1,1,0,1,0,.,0,0,1,1,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,"209, 210"
764,Both sexes,1,.,.,1,1,1,0,0,1,0,.,0,0,.,0,.,.,1,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,240
765,.,.,.,.,0,0,1,0,0,0,0,.,0,1,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,235
766,Both sexes,.,.,.,1,0,1,0,0,0,0,.,0,0,0,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,240
767,.,.,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,238
768,Both sexes,1,.,0,0,0,1,0,0,1,0,.,0,0,1,0,.,1,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,"280, 281"
769,Both sexes,1,1,.,0,0,1,0,1,0,0,.,0,0,.,0,.,.,1,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,267
770,Both sexes,.,1,0,0,0,1,0,0,0,0,.,0,0,0,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,"278, 279"
771,Male,0,.,.,1,1,1,0,0,1,0,.,0,0,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,273
772,.,.,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,137
773,Both sexes,.,.,.,1,1,1,0,0,0,0,.,0,0,0,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,287
774,.,.,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,285
775,.,.,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,201
776,.,.,.,.,1,1,1,0,0,1,0,.,0,0,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,270
777,.,1,1,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,1,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,"266, 267"
778,Both sexes,0,0,0,1,0,1,0,0,0,1,.,0,0,0,0,0,0,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,265
779,Both sexes,.,0,0,0,0,1,0,0,1,0,.,0,0,0,0,0,0,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,278
780,.,.,.,.,0,0,1,.,0,0,0,.,0,0,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,281
781,.,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,1,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,276
782,Male,0,.,.,1,1,1,0,0,1,0,.,0,0,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,274
783,Male,1,1,.,0,0,1,0,0,0,0,.,0,0,0,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,277
784,.,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,278
785,Both sexes,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,278
786,.,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,283
787,Both sexes,.,.,.,1,0,1,0,0,0,0,.,0,0,0,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,286
788,Male,0,.,.,1,0,1,0,0,1,0,.,0,0,0,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,288
789,.,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,1,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,275
790,Both sexes,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,289
791,.,.,.,.,1,0,.,.,0,0,0,.,0,0,0,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,347
792,.,.,.,.,0,0,.,.,0,0,0,.,0,0,0,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,407
793,Both sexes,1,.,.,1,0,1,0,0,0,0,.,0,0,0,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,"454, 455"
794,.,.,.,.,1,0,1,0,0,0,0,.,0,0,0,0,.,.,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,451451
795,Both sexes,1,.,.,0,0,.,.,0,0,0,.,0,0,0,0,.,.,1,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,"455, 456"
796,.,1,1,.,1,0,1,0,0,0,0,.,0,0,0,0,.,1,0,"Colbacchini, Antonio, Cesar Albisetti, Ivana Lillios, and Brazil (State) Missao Salesiana Matto Grosso. 1942. “Eastern Bororo Orarimogodogue Of The Eastern Plateau Of Mato Grosso.” Brasiliana (Grande Formato). Rio De Janiero, Brazil: Companhia Editora Nacional.",http://ehrafworldcultures.yale.edu/document?id=sp08-009,"451, 453"
